name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Palam, delhi",2011-09-13T17:00:00,34,42.1,25.1,59.62,0,0,,,,,10.8,91,1001.9,86.7,4.9,209.3,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,42181099999"
"Palam, delhi",2011-09-13T18:00:00,32.6,40.1,25,64.35,0,0,,,,,8.6,290,1002,89.2,4,47.2,0.2,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-13T19:00:00,32.1,39.3,25.1,66.59,0,0,,,,,5.4,280,1002,90,3,0,0,0,,Partially cloudy,partly-cloudy-night,42181099999
"Palam, delhi",2011-09-13T20:00:00,31,37.8,25.1,70.7,0,0,,,,,0,0,1003,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-13T21:00:00,31,37.8,25,70.48,0,0,,,,,0,0,1003.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-13T22:00:00,31,37.8,25,70.48,0,0,,,,,0,0,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-13T23:00:00,30.6,37.2,25.1,72.53,0,0,,,,,6,234,1004,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-14T00:00:00,30,36.2,25,74.63,0,0,,,,,6.7,240,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-14T01:00:00,29.6,36.8,26,81.03,0,0,,,,,6.3,246,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-14T02:00:00,29,35.8,26.1,83.93,0,0,,,,,7.1,240,1004,50.7,2.9,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,42181099999"
"Palam, delhi",2011-09-14T03:00:00,28,33.4,26,88.91,0,0,,,,,5.4,250,,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,VIDP
"Palam, delhi",2011-09-14T04:00:00,28.1,33.7,26.1,88.92,0,0,,,,,5.4,260,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,42181099999
